item_canonical,canonical_norm,item_id_propose,label_fr_propose,item_code,taxo_l1,taxo_l3,score,confiance,nb_lignes,prix_moyen,annees,valider_oui_non
Ciment CPA 45,ciment cpa,ciment_cpa_35,Ciment CPA 35,LG-202603-000389,Construction,Ciment,1.0,AUTO,35,119656.42857142857,2023-2026,OUI
Cornière 25x25 (barre de 6 m),cornière,corniere_100x100_barre_6_m,Cornière 100x100 (barre de 6 m),LG-202603-000477,Construction,Corniere,1.0,AUTO,35,4571.371428571429,2023-2026,OUI
Cornière 30x40x5 (barre de 6 m),cornière,corniere_100x100_barre_6_m,Cornière 100x100 (barre de 6 m),LG-202603-000477,Construction,Corniere,1.0,AUTO,35,7212.628571428571,2023-2026,OUI
Cornière 40x40x3 (barre de 6 m),cornière,corniere_100x100_barre_6_m,Cornière 100x100 (barre de 6 m),LG-202603-000477,Construction,Corniere,1.0,AUTO,35,8469.0,2023-2026,OUI
Correcteur Blanc avec diluant rouge,correcteur blanc diluant rouge,correcteur_blanc_diluant_rouge,Correcteur Blanc avec diluant rouge,LG-202603-000492,Construction,Diluant,1.0,AUTO,35,1254.2285714285715,2023-2026,OUI
Dilluant cellulosique,dilluant cellulosique,dilluant_cellulosique,Dilluant cellulosique,LG-202603-000548,Construction,Diluant,1.0,AUTO,35,2314.1714285714284,2023-2026,OUI
Diluant universel,diluant universel,diluant_universel,Diluant universel,LG-202603-000550,Construction,Diluant,1.0,AUTO,35,2396.114285714286,2023-2026,OUI
Essence super,essence super,essence_super,Essence super,LG-202603-000657,Transport et vehicules,Essence,1.0,AUTO,35,865.6857142857143,2023-2026,OUI
Huile Dinor 1 Litre,huile dinor,huile_dinor,Huile Dinor,LG-202603-000827,Alimentation,Huile,1.0,AUTO,35,18108.657142857144,2023-2026,OUI
Huile Dinor 20 Litres,huile dinor litres,huile_dinor_20_litres,Huile Dinor 20 Litres,LG-202603-000829,Alimentation,Huile,1.0,AUTO,35,22192.257142857143,2023-2026,OUI
Jus Alboustane,jus alboustane,jus_alboustane,Jus Alboustane,LG-202603-000879,Alimentation,Jus,1.0,AUTO,35,10933.2,2023-2026,OUI
"Jus de gingimbre (1,5 litre)",jus gingimbre,jus_gingimbre_1.5_litre,"Jus de gingimbre (1,5 litre)",LG-202603-000890,Alimentation,Jus,1.0,AUTO,35,1190.5714285714287,2023-2026,OUI
Mayonnaise Calvé (500MI),mayonnaise calvé,mayonnaise_calve_250mi,Mayonnaise Calvé (250MI),LG-202603-001006,Alimentation,Mayonnaise,1.0,AUTO,35,18405.057142857142,2023-2026,OUI
Nescafé petit sachet 120 unités,nescafé petit sachet unités,nescafe_petit_sachet_120_unites,Nescafé petit sachet 120 unités,LG-202603-001048,Alimentation,Cafe,1.0,AUTO,35,5677.942857142857,2023-2026,OUI
Papier sable,papier sable,papier_sable,Papier sable,LG-202603-001090,Construction,Sable,1.0,AUTO,35,12952.4,2023-2026,OUI
Peinture à l'huile boîte de 3 kgs (Sadolac),peinture huile boîte kgs,peinture_l_huile_boite_3_kgs_saapec,Peinture à l'huile boîte de 3 kgs (Saapec),LG-202603-001114,Alimentation,Huile,1.0,AUTO,35,7673.428571428572,2023-2026,OUI
Post-it MF,post,post-it_mf,Post-it MF,LG-202603-001190,,,1.0,AUTO,35,12844.742857142857,2023-2026,OUI
Rond Tor N° 12( barre de 12m) HA12,rond tor,fer_rond_fer_tor_n°_10_barre_12m_ha_10,Rond Tor N° 10( barre de 12m) HA 10,LG-202603-000667,Divers,Barre,1.0,AUTO,35,4393.971428571429,2023-2026,OUI
Sucre en morceau carton de 25 paquets,sucre morceau carton paquets,sucre_morceau_carton_25_paquets,Sucre en morceau carton de 25 paquets,LG-202603-001313,Alimentation,Sucre,1.0,AUTO,35,40756.74285714285,2023-2026,OUI
Thé lipton N°1 yellow,thé lipton yellow,the_lipton_n°1_yellow,Thé lipton N°1 yellow,LG-202603-001356,,,1.0,AUTO,35,27671.571428571428,2023-2026,OUI
Tôle ondulée 5 kg,tôle ondulée,tole_ondulee_5kg,Tôle ondulée 5 kg,LG-202603-001406,Construction,Tole,1.0,AUTO,35,4743.4857142857145,2023-2026,OUI
Vis à bois 3x20,vis bois,vis_bois_01_x_25mm,Vis à bois 01 x 25 mm,LG-202603-001459,Construction,Bois,1.0,AUTO,35,4180.571428571428,2023-2026,OUI
Vis à bois 3x25,vis bois,vis_bois_01_x_25mm,Vis à bois 01 x 25 mm,LG-202603-001459,Construction,Bois,1.0,AUTO,35,4024.6285714285714,2023-2026,OUI
Agrafe 23/24,agrafe,agrafe_23_10,Agrafe 23/10,LG-202603-000027,Fournitures bureau,Agrafe,1.0,AUTO,34,5657.176470588235,2023-2026,OUI
Anneau pour reliure N°18,anneau reliure,anneau_reliure_n°10,Anneau pour reliure N°10,LG-202603-000050,Fournitures bureau,Reliure,1.0,AUTO,34,8436.0,2023-2026,OUI
Aubergine,aubergine,aubergine,Aubergine,LG-202603-000083,Alimentation,Aubergine,1.0,AUTO,34,700.3823529411765,2023-2026,OUI
Biscuits salés,biscuits salés,biscuits_sales,Biscuits salés,LG-202603-000164,Alimentation,Biscuits,1.0,AUTO,34,17450.5,2023-2026,OUI
Boisson sucrerie en bouteille,boisson sucrerie,boisson_sucrerie_bouteille,Boisson sucrerie en bouteille,LG-202603-000201,Alimentation,Boisson,1.0,AUTO,34,3717.264705882353,2023-2026,OUI
Carreau de ciment 30/30,carreau ciment,carreau_ciment_120_60,Carreau de ciment 120/60,LG-202603-000323,Construction,Ciment,1.0,AUTO,34,5798.294117647059,2023-2026,OUI
Carreau de faïence 30/20,carreau faïence,carreau_faience_15_15,Carreau de faïence 15/15,LG-202603-000327,Construction,Carreau,1.0,AUTO,34,5842.470588235294,2023-2026,OUI
Ciment CPA 35,ciment cpa,ciment_cpa_35,Ciment CPA 35,LG-202603-000389,Construction,Ciment,1.0,AUTO,34,117151.61764705883,2023-2026,OUI
Colle forte Appolo,colle forte appolo,colle_forte_appolo,Colle forte Appolo,LG-202603-000419,Fournitures bureau,Colle,1.0,AUTO,34,3120.9117647058824,2023-2026,OUI
Colle pour plombier,colle plombier,colle_plombier,Colle pour plombier,LG-202603-000421,Fournitures bureau,Colle,1.0,AUTO,34,3988.9117647058824,2023-2026,OUI
"Cornière 35x35x3,5 (barre de 6 m)",cornière,corniere_100x100_barre_6_m,Cornière 100x100 (barre de 6 m),LG-202603-000477,Construction,Corniere,1.0,AUTO,34,7060.735294117647,2023-2026,OUI
"Eau Oasis 1,5 litre",eau oasis,eau_oasis,Eau Oasis,LG-202603-000578,Alimentation,Eau minerale,1.0,AUTO,34,4828.088235294118,2023-2026,OUI
Enveloppe kaki PF,enveloppe kaki,enveloppe_kaki_gf,Enveloppe kaki GF,LG-202603-000649,Fournitures bureau,Enveloppe,1.0,AUTO,34,1259.0,2023-2026,OUI
"Fil TH simple 1,5 mm2 (rouleau)",fil simple,fil_th_simple_1.5_mm2_rouleau,"Fil TH simple 1,5 mm2 (rouleau)",LG-202603-000708,Textile,Fil,1.0,AUTO,34,12950.14705882353,2023-2026,OUI
Gaine ( rouleau de 100m ) N° 13,gaine,gaine_rouleau_100m_n°_13,Gaine ( rouleau de 100m ) N° 13,LG-202603-000734,Plastiques et emballages,Rouleau,1.0,AUTO,34,13611.5,2023-2026,OUI
Huile Dinor 5 Litres,huile dinor litres,huile_dinor_20_litres,Huile Dinor 20 Litres,LG-202603-000829,Alimentation,Huile,1.0,AUTO,34,24130.20588235294,2023-2026,OUI
Huile d'olive 1 Litre,huile olive,huile_olive,Huile d'olive,LG-202603-000838,Alimentation,Huile,1.0,AUTO,34,59915.91176470588,2023-2026,OUI
Nescafé petite boîte,nescafé petite boîte,nescafe_petite_boite,Nescafé petite boîte,LG-202603-001049,Alimentation,Cafe,1.0,AUTO,34,28601.970588235294,2023-2026,OUI
Rond lisse N° 6 ( barre de 12m),rond lisse,fer_rond_lisse_n°_10_barre_12m,Rond lisse N° 10 ( barre de 12m),LG-202603-000674,Divers,Barre,1.0,AUTO,34,2072.8823529411766,2023-2026,OUI
Rond Tor N°8 ( barre de 12m) HA 8,rond tor,fer_rond_fer_tor_n°_10_barre_12m_ha_10,Rond Tor N° 10( barre de 12m) HA 10,LG-202603-000667,Divers,Barre,1.0,AUTO,34,1870.9411764705883,2023-2026,OUI
Thé au citron granulé 500 g,thé citron granulé,the_citron_granule_500g,Thé au citron granulé 500 g,LG-202603-001351,,,1.0,AUTO,34,15511.088235294117,2023-2026,OUI
Thé citron granuilé,thé citron granuilé,the_citron_granuile,Thé citron granuilé,LG-202603-001350,,,1.0,AUTO,34,15234.70588235294,2023-2026,OUI
Tôle noire 20/10,tôle noire,tole_noire_10_10,Tôle noire 10/10,LG-202603-001398,Construction,Tole,1.0,AUTO,34,23625.882352941175,2023-2026,OUI
Vis à bois 3x30,vis bois,vis_bois_01_x_25mm,Vis à bois 01 x 25 mm,LG-202603-001459,Construction,Bois,1.0,AUTO,34,4781.205882352941,2023-2026,OUI
Agrafe 23/10,agrafe,agrafe_23_10,Agrafe 23/10,LG-202603-000027,Fournitures bureau,Agrafe,1.0,AUTO,33,4649.909090909091,2023-2026,OUI
Anneau pour reliure N°12,anneau reliure,anneau_reliure_n°10,Anneau pour reliure N°10,LG-202603-000050,Fournitures bureau,Reliure,1.0,AUTO,33,4825.242424242424,2023-2026,OUI
Anneau pour reliure N°16,anneau reliure,anneau_reliure_n°10,Anneau pour reliure N°10,LG-202603-000050,Fournitures bureau,Reliure,1.0,AUTO,33,6872.242424242424,2023-2026,OUI
Anneau pour reliure N°25,anneau reliure,anneau_reliure_n°10,Anneau pour reliure N°10,LG-202603-000050,Fournitures bureau,Reliure,1.0,AUTO,33,12743.727272727274,2023-2026,OUI
Anneau pour reliure N°50,anneau reliure,anneau_reliure_n°10,Anneau pour reliure N°10,LG-202603-000050,Fournitures bureau,Reliure,1.0,AUTO,33,15941.939393939394,2023-2026,OUI
Anneau pour reliure N°8,anneau reliure,anneau_reliure_n°10,Anneau pour reliure N°10,LG-202603-000050,Fournitures bureau,Reliure,1.0,AUTO,33,3452.4848484848485,2023-2026,OUI
Assiettes duralex,assiettes duralex,assiettes_duralex,Assiettes duralex,LG-202603-000070,Art de la table,Assiette,1.0,AUTO,33,26078.545454545456,2023-2026,OUI
"Biscuit "" petit beurre"" 167grammes",biscuit petit beurre grammes,biscuit_petit_beurre_167grammes,"Biscuit "" petit beurre"" 167grammes",LG-202603-000138,Alimentation,Biscuits,1.0,AUTO,33,28903.545454545456,2023-2026,OUI
"Câble souple 3 x 2,5 (rouleaux)",câble souple,cable_souple_3_x_2.5_rouleaux,"Câble souple 3 x 2,5 (rouleaux)",LG-202603-000249,Electricite,Cable,1.0,AUTO,33,70878.0303030303,2023-2026,OUI
Café soluble de 50gr,café soluble,cafe_soluble_200_gr,Café soluble de 200 gr,LG-202603-000292,Alimentation,Cafe,1.0,AUTO,33,31630.878787878788,2023-2026,OUI
Café soluble en 100 sachets,café soluble sachets,cafe_soluble_100_sachets,Café soluble en 100 sachets,LG-202603-000291,Alimentation,Cafe,1.0,AUTO,33,7836.272727272727,2023-2026,OUI
Carreau de faïence 15/15,carreau faïence,carreau_faience_15_15,Carreau de faïence 15/15,LG-202603-000327,Construction,Carreau,1.0,AUTO,33,5232.333333333333,2023-2026,OUI
Carreau gré de cérame importé 30/30,carreau gré cérame importé,carreau_gre_cerame_30_30,Carreau gré de cérame importé 30/30,LG-202603-000329,Construction,Carreau,1.0,AUTO,33,5990.727272727273,2023-2026,OUI
Chemise à rabat cartonné,chemise rabat cartonné,chemise_rabat_cartonne,Chemise à rabat cartonné,LG-202603-000367,Textile,Chemise,1.0,AUTO,33,4861.333333333333,2023-2026,OUI
Chemise à sangle,chemise sangle,chemise_sangle,Chemise à sangle,LG-202603-000369,Textile,Chemise,1.0,AUTO,33,26091.484848484848,2023-2026,OUI
"Eau minérale EVA 0,5 litre",eau minérale eva,eau_minerale_eva_0.5_litre,"Eau minérale EVA 0,5 litre",LG-202603-000572,Alimentation,Eau minerale,1.0,AUTO,33,4320.090909090909,2023-2026,OUI
"Eau minérale EVA 1,5 litre",eau minérale eva,eau_minerale_eva_0.5_litre,"Eau minérale EVA 0,5 litre",LG-202603-000572,Alimentation,Eau minerale,1.0,AUTO,33,4177.393939393939,2023-2026,OUI
Huile 140 (transmission),huile,huile_140_transmission,Huile 140 (transmission),LG-202603-000815,Alimentation,Huile,1.0,AUTO,33,7616.666666666667,2023-2026,OUI
Lait en poudre sac de 10 kg,lait poudre,lait_poudre_25kg,Lait en poudre sac 25kg,LG-202603-000945,Alimentation,Lait,1.0,AUTO,33,28823.636363636364,2023-2026,OUI
Macedoine 450 grammes,macedoine grammes,macedoine_450_grammes,Macedoine 450 grammes,LG-202603-000983,Divers,Grammes,1.0,AUTO,33,5138.848484848485,2023-2026,OUI
Papier Photocopie A3,papier photocopie,papier_photocopie_a3,Papier Photocopie A3,LG-202603-001087,Fournitures bureau,Papier,1.0,AUTO,33,23437.090909090908,2026-2026,OUI
Plateaux inox 50,plateaux inox,plateaux_inox_102,Plateaux inox 102,LG-202603-001149,Construction,Inox,1.0,AUTO,33,36483.969696969696,2023-2026,OUI
Stylo Bic Bleu Schneider,stylo bic bleu schneider,stylo_bic_bleu_schneider,Stylo Bic Bleu Schneider,LG-202603-001306,Fournitures bureau,Stylo,1.0,AUTO,33,4818.090909090909,2023-2026,OUI
Stylo Bic vert,stylo bic vert,stylo_bic_vert,Stylo Bic vert,LG-202603-001311,Fournitures bureau,Stylo,1.0,AUTO,33,4085.6060606060605,2023-2026,OUI
Trombone PF,trombone,trombone_gf,Trombone GF,LG-202603-001425,,,1.0,AUTO,33,1755.121212121212,2023-2026,OUI
Vis à bois 3x16,vis bois,vis_bois_01_x_25mm,Vis à bois 01 x 25 mm,LG-202603-001459,Construction,Bois,1.0,AUTO,33,3484.787878787879,2023-2026,OUI
Vitre claire 6mm,vitre claire,vitre_claire_4mm,Vitre claire 4mm,LG-202603-001481,Construction,Vitre,1.0,AUTO,33,17162.60606060606,2023-2026,OUI
Attaches rideau en métallique,attaches rideau métallique,attaches_rideau_metallique,Attaches rideau en métallique,LG-202603-000081,Mobilier,Rideau,1.0,AUTO,32,6341.9375,2023-2026,OUI
Attaches rideau en plastique,attaches rideau plastique,attaches_rideau_plastique,Attaches rideau en plastique,LG-202603-000082,Mobilier,Rideau,1.0,AUTO,32,3968.53125,2023-2026,OUI
"Biscuit "" petit beurre"" 175 grammes",biscuit petit beurre grammes,biscuit_petit_beurre_167grammes,"Biscuit "" petit beurre"" 167grammes",LG-202603-000138,Alimentation,Biscuits,1.0,AUTO,32,24622.40625,2023-2026,OUI
Bois Samba 40 cmx 4 mm,bois samba cmx,bois_samba_40_cmx_4mm,Bois Samba 40 cmx 4 mm,LG-202603-000184,Construction,Bois,1.0,AUTO,32,4920.09375,2023-2026,OUI
Bouillon cube Maggie (donner le nbre d'unite),bouillon cube maggie,bouillon_cube_maggie_donner_nbre_unite,Bouillon cube Maggie (donner le nbre d'unite),LG-202603-000214,Alimentation,Bouillon,1.0,AUTO,32,6846.28125,2023-2026,OUI
Colle sader (boite de 1kg),colle sader,colle_sader_boite_1kg,Colle sader (boite de 1kg),LG-202603-000422,Fournitures bureau,Colle,1.0,AUTO,32,3511.4375,2023-2026,OUI
Cornière 60x60 (barre de 6 m),cornière,corniere_100x100_barre_6_m,Cornière 100x100 (barre de 6 m),LG-202603-000477,Construction,Corniere,1.0,AUTO,32,19655.75,2023-2026,OUI
"Eau minérale KIRENE 1,5 litre",eau minérale kirene,eau_minerale_kirene_0.5_litre,"Eau minérale KIRENE 0,5 litre",LG-202603-000574,Alimentation,Eau minerale,1.0,AUTO,32,4229.8125,2023-2026,OUI
"Eau Oasis 0,5 litre",eau oasis,eau_oasis,Eau Oasis,LG-202603-000578,Alimentation,Eau minerale,1.0,AUTO,32,4985.9375,2023-2026,OUI
"Eau Tombouctou 1,5 litre",eau tombouctou,eau_tombouctou_0.5_litre,"Eau Tombouctou 0,5 litre",LG-202603-000589,Divers,Litres,1.0,AUTO,32,4785.65625,2023-2026,OUI
"Fil TH rigide 1,5 mm2 (rouleau) 12/100",fil rigide,fil_th_rigide_1.5_mm2_rouleau_12_100,"Fil TH rigide 1,5 mm2 (rouleau) 12/100",LG-202603-000707,Textile,Fil,1.0,AUTO,32,13246.46875,2023-2026,OUI
Huile végétale,huile végétale,huile_vegetale,Huile végétale,LG-202603-000848,Alimentation,Huile,1.0,AUTO,32,1482.90625,2023-2026,OUI
Jus DUDU,jus dudu,jus_dudu,Jus DUDU,LG-202603-000887,Alimentation,Jus,1.0,AUTO,32,7750.78125,2023-2026,OUI
Mil (petit mil) non pilé,mil non pilé,mil_petit_mil_non_pile,Mil (petit mil) non pilé,LG-202603-001021,Alimentation,Mil,1.0,AUTO,32,20051.5625,2026-2026,OUI
Nesquik,nesquik,nesquik,Nesquik,LG-202603-001051,,,1.0,AUTO,32,31728.53125,2023-2026,OUI
Olives vertes entières (450 Grammes),olives vertes entières,olives_vertes_entieres_450_grammes,Olives vertes entières (450 Grammes),LG-202603-001062,Divers,Grammes,1.0,AUTO,32,2140.96875,2023-2026,OUI
Platre d'importation(mamco),platre importation,platre_importation,Platre d'importation,LG-202603-001153,,,1.0,AUTO,32,177753.6875,2023-2026,OUI
Sable blanc de la coline (carrière),sable blanc coline,sable_blanc_coline_carriere,Sable blanc de la coline (carrière),LG-202603-001251,Construction,Sable,1.0,AUTO,32,42885.4375,2023-2026,OUI
Sable Grain,sable grain,sable_grain,Sable Grain,LG-202603-001255,Construction,Sable,1.0,AUTO,32,57058.53125,2023-2026,OUI
Tasse en alumimuim moyenne,tasse alumimuim moyenne,tasse_alumimuim_moyenne,Tasse en alumimuim moyenne,LG-202603-001327,Art de la table,Tasse,1.0,AUTO,32,21674.15625,2023-2026,OUI
Thé Achoura 500g,thé achoura,the_achoura_500g,Thé Achoura 500g,LG-202603-001346,,,1.0,AUTO,32,18216.09375,2023-2026,OUI
Thé Diasmine,thé diasmine,the_diasmine,Thé Diasmine,LG-202603-001352,,,1.0,AUTO,32,39911.25,2023-2026,OUI
Thé Simida,thé simida,the_simida,Thé Simida,LG-202603-001360,,,1.0,AUTO,32,17840.5,2023-2026,OUI
Trombone GF,trombone,trombone_gf,Trombone GF,LG-202603-001425,,,1.0,AUTO,32,4160.4375,2023-2026,OUI
Vermicelles 500 grammes,vermicelles grammes,vermicelles_500_grammes,Vermicelles 500 grammes,LG-202603-001433,Divers,Grammes,1.0,AUTO,32,40053.875,2023-2026,OUI
Abonnement au journal ESSOR,journal essor,abonnement_journal_essor,Abonnement au journal ESSOR,LG-202603-000008,Presse et abonnements,Journal,1.0,AUTO,31,29918.8064516129,2023-2024,OUI
Agrafe 23/16,agrafe,agrafe_23_10,Agrafe 23/10,LG-202603-000027,Fournitures bureau,Agrafe,1.0,AUTO,31,5281.870967741936,2023-2026,OUI
Anneau pour reliure N°14,anneau reliure,anneau_reliure_n°10,Anneau pour reliure N°10,LG-202603-000050,Fournitures bureau,Reliure,1.0,AUTO,31,5670.096774193548,2023-2026,OUI
Attache complet pour rideau (en corde),attache complet rideau,attache_complet_rideau_corde,Attache complet pour rideau (en corde),LG-202603-000077,Mobilier,Rideau,1.0,AUTO,31,5496.0,2023-2026,OUI
Ciment CPJ 35,ciment cpj,ciment_cpj_35,Ciment CPJ 35,LG-202603-000394,Construction,Ciment,1.0,AUTO,31,118291.16129032258,2023-2026,OUI
Confiture 400 grammes,confiture grammes,confiture_400_grammes,Confiture 400 grammes,LG-202603-000461,Divers,Grammes,1.0,AUTO,31,8608.838709677419,2023-2026,OUI
Craie de couleur,craie couleur,craie_couleur,Craie de couleur,LG-202603-000521,Fournitures bureau,Craie,1.0,AUTO,31,1729.6451612903227,2023-2026,OUI
Feutre à tableau,feutre tableau,feutre_tableau,Feutre à tableau,LG-202603-000689,Fournitures bureau,Feutre,1.0,AUTO,31,4362.354838709677,2023-2026,OUI
Jus Fontana,jus fontana,jus_fontana,Jus Fontana,LG-202603-000888,Alimentation,Jus,1.0,AUTO,31,10178.645161290322,2023-2026,OUI
Lait Gadane,lait gadane,lait_gadane,Lait Gadane,LG-202603-000926,Alimentation,Lait,1.0,AUTO,31,37677.48387096774,2024-2026,OUI
Lait Mixwell 25kg,lait mixwell,lait_mixwell_10kg,Lait Mixwell 10kg,LG-202603-000940,Alimentation,Lait,1.0,AUTO,31,66396.64516129032,2023-2026,OUI
Liquide de frein (1/4 de litre),liquide frein,liquide_frein_1_2_litre,Liquide de frein (1/2 de litre),LG-202603-000972,Divers,Litres,1.0,AUTO,31,733.0967741935484,2023-2026,OUI
Rond Tor N° 14( barre de 12m) HA 14,rond tor,fer_rond_fer_tor_n°_10_barre_12m_ha_10,Rond Tor N° 10( barre de 12m) HA 10,LG-202603-000667,Divers,Barre,1.0,AUTO,31,9785.90322580645,2023-2026,OUI
Sable et Graviers ( Tout venant),sable graviers,sable_graviers_tout_venant,Sable et Graviers ( Tout venant),LG-202603-001256,Construction,Sable,1.0,AUTO,31,63813.12903225807,2023-2026,OUI
Sucre Roux,sucre roux,sucre_roux,Sucre Roux,LG-202603-001316,Alimentation,Sucre,1.0,AUTO,31,30914.129032258064,2026-2026,OUI
Tamis n°6 pour maçon,tamis maçon,tamis_n°6_macon,Tamis n°6 pour maçon,LG-202603-001324,,,1.0,AUTO,31,3919.3225806451615,2023-2026,OUI
Tasse de café Lipton 12 unites,tasse café lipton unites,tasse_cafe_lipton_12_unites,Tasse de café Lipton 12 unites,LG-202603-001328,Alimentation,Cafe,1.0,AUTO,31,12290.935483870968,2023-2026,OUI
Tasse géante émaillée,tasse géante émaillée,tasse_geante_emaillee,Tasse géante émaillée,LG-202603-001329,Art de la table,Tasse,1.0,AUTO,31,29436.677419354837,2023-2026,OUI
"Tôle ondulée 7,2 kg",tôle ondulée,tole_ondulee_5kg,Tôle ondulée 5 kg,LG-202603-001406,Construction,Tole,1.0,AUTO,31,6914.419354838709,2023-2026,OUI
Trombone MF,trombone,trombone_gf,Trombone GF,LG-202603-001425,,,1.0,AUTO,31,2942.1612903225805,2023-2026,OUI
Vitre claire 4mm,vitre claire,vitre_claire_4mm,Vitre claire 4mm,LG-202603-001481,Construction,Vitre,1.0,AUTO,31,12980.129032258064,2023-2026,OUI
Acide sulfurique,acide sulfurique,acide_sulfurique,Acide sulfurique,LG-202603-000025,Divers,Acide,1.0,AUTO,30,2332.4,2023-2026,OUI
"Biscuit bretonnes ""pure beurre"" 175 grammes",biscuit bretonnes pure beurre grammes,biscuit_bretonnes_pure_beurre_175_grammes,"Biscuit bretonnes ""pure beurre"" 175 grammes",LG-202603-000128,Alimentation,Biscuits,1.0,AUTO,30,13160.066666666668,2023-2026,OUI
Choux,choux,choux,Choux,LG-202603-000386,Alimentation,Choux,1.0,AUTO,30,654.6,2023-2026,OUI
"Eau Assinie 1,5 littre",eau assinie littre,eau_assinie_0.5_littre,"Eau Assinie 0,5 littre",LG-202603-000557,Plomberie et eau,Eau,1.0,AUTO,30,4062.6666666666665,2023-2026,OUI
"Eau minérale VITALE 0,5 litre",eau minérale vitale,eau_minerale_vitale_0.5_litre,"Eau minérale VITALE 0,5 litre",LG-202603-000576,Alimentation,Eau minerale,1.0,AUTO,30,4412.966666666666,2023-2026,OUI
"Eau minérale VITALE 1,5 litre",eau minérale vitale,eau_minerale_vitale_0.5_litre,"Eau minérale VITALE 0,5 litre",LG-202603-000576,Alimentation,Eau minerale,1.0,AUTO,30,4252.066666666667,2023-2026,OUI
"Eau Tombouctou 0,5 litre",eau tombouctou,eau_tombouctou_0.5_litre,"Eau Tombouctou 0,5 litre",LG-202603-000589,Divers,Litres,1.0,AUTO,30,5153.733333333334,2023-2026,OUI
